OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;TaxParcelIdentificationNumber;Location;CouncilDistrictCode;Neighborhood;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);OtherFuelUse(kBtu);GHGEmissions(MetricTonsCO2e);GHGEmissionsIntensity(kgCO2e/ft2);DefaultData;Comment;ComplianceStatus;Outlier;2010 Census Tracts;Seattle Police Department Micro Community Policing Plan Areas;City Council Districts;SPD Beats;Zip Codes;F48;F49;F50;F51;F52;F53;F54;F55;F56;F57;F58;F59;F60;F61;F62;F63;F64;F65;F66;F67;F68;F69;F70;F71;F72;F73;F74;Address;City;State;ZipCode;Latitude;Longitude;Comments;TotalGHGEmissions;GHGEmissionsIntensity;File Paths
20316;2016;Multifamily LR (1-4);Low-Rise Multifamily;Fairhaven Apartments;1175000904;;6;BALLARD;1988;1;4;39319;0;39319;Multifamily Housing, Parking;Multifamily Housing;30786;Parking;0;;;;68;30.79999924;32.40000153;96.69999695;101.6999969;948224.625;997496.6875;0;277908,6875;948224;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2839 NW 56th St;Seattle;WA;98107;47,66927;-122,39485;;6,61;0,17;2016-building-energy-benchmarking.csv
20320;2016;Multifamily LR (1-4);Low-Rise Multifamily;Island View;1501800015;;1;SOUTHWEST;1984;1;4;41443;0;41443;Multifamily Housing;Multifamily Housing;41443;;;;;;12;38.70000076;40.79999924;121.5;128.1999969;1604129.75;1691910.125;0;470143,5;1604130;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3033 California Ave SW;Seattle;WA;98116;47,57602;-122,38712;;11,18;0,27;2016-building-energy-benchmarking.csv
20321;2016;Multifamily LR (1-4);Low-Rise Multifamily;(ID20321) Chambery Park Condomium Association;1508400000;;5;NORTH;1975;1;3;130680;0;130680;Multifamily Housing;Multifamily Housing;130709;;;;;;7;26.89999962;29;84.5;91;3515821;3786654;0;1030428;3515820;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13730 15th Avenue NE;Seattle;WA;98125;47,72971;-122,31089;;24,51;0,19;2016-building-energy-benchmarking.csv
20323;2016;NonResidential;Residence Hall;Chancery Place Apartments;1510600000;;3;EAST;1982;0;15;115775;31535;84240;Office, Residence Hall/Dormitory;Residence Hall/Dormitory;150000;Office;25000;;;;94;16.5;17.39999962;51.70000076;54.59999847;2882489.75;3042217.25;0;844809,3125;2882489;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910 Marion Street;Seattle;WA;98104;47,60817;-122,32654;;20,09;0,17;2016-building-energy-benchmarking.csv
20324;2016;NonResidential;Worship Facility;Temple Beth Am;1513800009;;4;NORTHEAST;2000;1;2;31386;0;31386;Worship Facility;Worship Facility;30000;;;;;;52;37.59999847;0;89;0;1128179.125;0;0;208229,2969;710478;4177,007813;417701;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2632 NE 80th St.;Seattle;WA;98115;47,68752;-122,29852;;27,14;0,86;2016-building-energy-benchmarking.csv
20325;2016;Campus;K-12 School;University Prep Academy;1513800010;;4;NORTHEAST;1989;5;3;21500;0;21500;K-12 School;K-12 School;96154;;;;;;44;69.59999847;73.90000153;144.8999939;149.5;6689184;7109712.5;0;969429,1875;3307692;33814,91016;3381491;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8000 25th Ave NE;Seattle;WA;98115;47,687;-122,30013;;202,65;9,43;2016-building-energy-benchmarking.csv
20330;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Charbonneau;1522500000;;3;EAST;1989;1;5;140778;0;140778;Multifamily Housing, Parking;Multifamily Housing;96578;Parking;44200;;;;81;29.29999924;31;92.09999847;97.30000305;2834238.5;2993138;0;830667,6875;2834238;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1201 Boylston AVE;Seattle;WA;98101;47,61255;-122,3239;;19,76;0,14;2016-building-energy-benchmarking.csv
20340;2016;Multifamily LR (1-4);Low-Rise Multifamily;Laurelhurst Apartments;1525049011;;4;NORTHEAST;1961;4;4;30834;0;30834;Multifamily Housing;Multifamily Housing;28876;;;;;;97;21;22.5;65.90000153;70.80000305;606111;650822.3125;0;177640,9063;606111;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3901 NE 45th;Seattle;WA;98105;47,66085;-122,28577;;4,23;0,14;2016-building-energy-benchmarking.csv
20343;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Chatillon;1532000000;;7;MAGNOLIA / QUEEN ANNE;2002;1;5;21536;0;21536;Multifamily Housing;Multifamily Housing;21536;;;;;;;21.60000038;21.60000038;67.80000305;67.80000305;464720.5938;464720.5938;0;136201,7969;464721;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;505 W Mercer Pl;Seattle;WA;98119;47,62479;-122,36444;;3,24;0,15;2016-building-energy-benchmarking.csv
20350;2016;Multifamily LR (1-4);Low-Rise Multifamily;Arabelle;1562400000;;5;NORTHWEST;1988;2;4;47873;0;47873;Multifamily Housing;Multifamily Housing;47873;;;;;;32;21.20000076;22.10000038;66.59999847;69.30000305;1016146.875;1057211.625;0;297815,5938;1016147;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10321 Merdian Ave North;Seattle;WA;98133;47,70395;-122,33471;;7,08;0,15;2016-building-energy-benchmarking.csv
20360;2016;Multifamily LR (1-4);Low-Rise Multifamily;Cinnamon Ridge;1592100000;;1;SOUTHWEST;1985;1;4;39581;0;39581;Multifamily Housing;Multifamily Housing;39581;;;;;;86;21.60000038;23.20000076;67.69999695;72.90000153;853314.5;918342.125;0;250092,0938;853314;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6910 California Ave SW;Seattle;WA;98126;47,54192;-122,38682;;5,95;0,15;2016-building-energy-benchmarking.csv
20361;2016;Multifamily LR (1-4);Low-Rise Multifamily;Citadel Condominium Association;1594000000;;7;MAGNOLIA / QUEEN ANNE;1989;1;4;23177;0;23177;Multifamily Housing;Multifamily Housing;21787;;;;;;;22.39999962;23.79999924;70.40000153;74.69999695;488515.4063;518426.5938;0;143175,7031;488515;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2040 13th Avenue West;Seattle;WA;98119;47,63785;-122,37352;;3,41;0,15;2016-building-energy-benchmarking.csv
20362;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Citiscape Condominiums;1594300000;;7;MAGNOLIA / QUEEN ANNE;1991;1;5;54360;0;54360;Multifamily Housing;Multifamily Housing;45319;;;;;;77;34.09999847;36.5;107;114.5;1544388.5;1652666.75;0;452634,3125;1544388;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1504 Aurora Ave. N;Seattle;WA;98109;47,63282;-122,34305;;10,77;0,2;2016-building-energy-benchmarking.csv
20367;2016;Multifamily LR (1-4);Low-Rise Multifamily;City Lights on Harbor;1595200000;;1;SOUTHWEST;1990;1;3;70207;0;70207;Multifamily Housing;Multifamily Housing;71273;;;;;;100;9.899999619;9.899999619;30.89999962;30.89999962;702481.375;702481.375;0;205885,5;702481;0;0;;;;False;;Non-Compliant;Low outlier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2349 Harbor Ave. SW;Seattle;WA;98126;47,58143;-122,3751;;4,9;0,07;2016-building-energy-benchmarking.csv
20369;2016;NonResidential;Small- and Mid-Sized Office;Emerald Landing I;4088801740;;4;LAKE UNION;2012;1;2;84116;26497;57619;Office;Office;55000;;;;;;68;48;48;149.3999939;149.3999939;2641681.75;2641681.75;0;763678;2605669;360,1199951;36012;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2157 N. Northlake Way;Seattle;WA;98103;47,64834;-122,33188;;20,08;0,24;2016-building-energy-benchmarking.csv
20372;2016;NonResidential;Hotel;Hotel Andra;1604500000;;7;DOWNTOWN;1925;1;9;104000;0;104000;Hotel, Restaurant;Hotel;96000;Restaurant;8000;;;;8;83.59999847;86.90000153;176.6000061;180.1000061;8690648;9037184;3578548,25;1219174,125;4159822;9522,769531;952277;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000 4th ave;Seattle;WA;98121;47,61345;-122,34068;;355,8;3,42;2016-building-energy-benchmarking.csv
20376;2016;SPS-District K-12;K-12 School;Kimball Elementary;1624049006;;2;GREATER DUWAMISH;1971;1;1;55206;0;55206;K-12 School;K-12 School;55206;;;;;;75;42.5;47.90000153;96.09999847;104.0999985;2345752.5;2644410.5;0;398548,1875;1359846;9859,058594;985906;;;;True;;Error - Correct Default Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3200 23rd Ave. S.;Seattle;WA;98144;47,57405;-122,30301;;61,84;1,12;2016-building-energy-benchmarking.csv
20377;2016;NonResidential;Senior Care Community;Washington Care Center;1624049040;;2;SOUTHEAST;1981;1;3;78374;0;78374;Parking, Senior Care Community;Senior Care Community;58665;Parking;0;;;;98;56.59999847;57.90000153;177.8000031;181.8999939;3321035.75;3397766.5;0;973339,8125;3321035;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2821 S Walden St;Seattle;WA;98144;47,57188;-122,29531;;23,15;0,3;2016-building-energy-benchmarking.csv
20383;2016;Multifamily LR (1-4);Low-Rise Multifamily;City Views Apartments;1324039102;;1;SOUTHWEST;1992;1;4;121037;0;121037;Multifamily Housing, Parking;Multifamily Housing;81732;Parking;39305;;;;84;29.29999924;30.39999962;91.90000153;95.40000153;2391566.25;2482668.25;0;700927,875;2391566;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3021 SW Bradford;Seattle;WA;98126;47,56874;-122,37178;;16,67;0,14;2016-building-energy-benchmarking.csv
20387;2016;NonResidential;Mixed Use Property;Marine Business Center;1325039001;;6;BALLARD;2007;1;2;38784;0;38784;Non-Refrigerated Warehouse, Office;Non-Refrigerated Warehouse;16826;Office;16826;;;;;54.70000076;56.29999924;153.8999939;155.6000061;1841154.25;1894318.875;0;455279,5938;1553414;2877,399902;287740;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801 NW 42nd Street;Seattle;WA;98107;47,65742;-122,36736;;26,11;0,67;2016-building-energy-benchmarking.csv
20389;2016;Multifamily LR (1-4);Low-Rise Multifamily;Canal Place Condominium;1327000000;;7;MAGNOLIA / QUEEN ANNE;1984;1;4;26568;0;26568;Multifamily Housing, Parking;Multifamily Housing;26568;Parking;5000;;;;98;21.79999924;23.39999962;68.40000153;73.5;578854.125;622114.1875;0;169652,4063;578854;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;965 W. Nickerson Street;Seattle;WA;98119;47,65346;-122,36987;;4,04;0,15;2016-building-energy-benchmarking.csv
20390;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Canal Station Condominium;1327100000;;6;BALLARD;2007;1;6;182494;0;182494;Multifamily Housing, Retail Store;Multifamily Housing;165553;Retail Store;14373;;;;94;29.20000076;30.29999924;67.59999847;69.59999847;5249190;5453552.5;0;933224,625;3184162;20650,26953;2065027;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5440 LEARY AVE NW;Seattle;WA;98107;47,66772;-122,38276;;131,87;0,72;2016-building-energy-benchmarking.csv
20391;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Canal Station North Condominum;1327150000;;6;BALLARD;2007;1;6;113462;0;113462;Multifamily Housing;Multifamily Housing;113462;;;;;;97;19.10000038;19.39999962;60;61.09999847;2167888.25;2206252;0;635371,625;2167888;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5450 LEARY AVE NW;Seattle;WA;98107;47,6679;-122,38309;;15,11;0,13;2016-building-energy-benchmarking.csv
20393;2016;NonResidential;Other;D W Close Co;1327300004;;2;GREATER DUWAMISH;1969;1;2;41790;0;41790;Office, Social/Meeting Hall;Social/Meeting Hall;21790;Office;20000;;;;;52.09999847;54.59999847;143.8999939;146.5;2177075;2283131;0;522491,0938;1782740;3943,349854;394335;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3317 3rd Ave S;Seattle;WA;98134;47,57383;-122,33046;;33,37;0,8;2016-building-energy-benchmarking.csv
20395;2016;NonResidential;Small- and Mid-Sized Office;Holyoke;939000515;;7;DOWNTOWN;1900;1;5;39960;0;39960;Office, Other;Office;37120;Other;2840;;;;77;54.5;59.79999924;131.8000031;137.3000031;2178690.5;2388675.5;0;417532,9063;1424622;7540,679688;754068;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1018 1st Ave;Seattle;WA;98104;47,60542;-122,3364;;49,98;1,25;2016-building-energy-benchmarking.csv
20396;2016;NonResidential;Warehouse;Meaves Building;939000530;;7;DOWNTOWN;1900;1;5;33300;0;33300;Non-Refrigerated Warehouse, Retail Store;Non-Refrigerated Warehouse;24000;Retail Store;6000;;;;;3;3;9.5;9.5;90558.70313;90558.70313;0;26541,19922;90559;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1014 First Avenue;Seattle;WA;98101;47,60528;-122,33627;;0,63;0,02;2016-building-energy-benchmarking.csv
20397;2016;NonResidential;Hotel;The Hotel Seattle;942000120;;7;DOWNTOWN;1926;1;11;36240;0;36240;Hotel;Hotel;36240;;;;;;98;59.29999924;66;93.40000153;101.5;2147968.25;2390584;1158118,25;133748,5;456350;5335;533500;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;315 Seneca St;Seattle;WA;98101;47,60721;-122,33451;;120,91;3,34;2016-building-energy-benchmarking.csv
20398;2016;NonResidential;Other;Womens University Club;942000255;;7;DOWNTOWN;1922;1;3;39320;6960;32360;Social/Meeting Hall;Social/Meeting Hall;39320;;;;;;;77.40000153;83.09999847;136.6999969;143.3999939;3042875.5;3269279.75;1165335,75;280703,5938;957761;9197,790039;919779;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1105 6th Ave;Seattle;WA;98101;47,60781;-122,33186;;145,48;3,7;2016-building-energy-benchmarking.csv
20401;2016;Multifamily MR (5-9);Mid-Rise Multifamily;dover apts;942000460;;7;DOWNTOWN;1907;1;5;41452;0;41452;Multifamily Housing;Multifamily Housing;41452;;;;;;99;38.79999924;42.59999847;64.69999695;69.5;1606981.25;1764693.125;0;139333,9063;475407;11315,74023;1131574;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;901 6 ave;Seattle;WA;98104;47,60639;-122,3303;;63,41;1,53;2016-building-energy-benchmarking.csv
20402;2016;NonResidential;Other;First United Methodist Church;942000530;;7;DOWNTOWN;1908;1;5;41536;0;41536;Performing Arts;Performing Arts;41536;;;;;;;65.90000153;65.90000153;206.8000031;206.8000031;2735166;2735166;0;801631,1875;2735166;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;801 5th Avenue;Seattle;WA;98104;47,60547;-122,33118;;19,07;0,46;2016-building-energy-benchmarking.csv
20403;2016;Multifamily LR (1-4);Low-Rise Multifamily;Pacific Apartments;942000555;;7;DOWNTOWN;1916;0;3;45320;0;45320;Multifamily Housing;Multifamily Housing;45320;;;;;;57;72.80000305;77.5;129.1000061;134.6000061;3300549.25;3513515.5;0;334769,0938;1142232;21583,16992;2158317;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317 Marion St.;Seattle;WA;98104;47,60511;-122,33241;;122,59;2,7;2016-building-energy-benchmarking.csv
20406;2016;NonResidential;Hotel;REYNOLDS WORK RELEASE;942001120;;7;DOWNTOWN;1909;1;6;35820;0;35820;Hotel;Hotel;35820;;;;;;94;92.69999695;99.09999847;155.3000031;162;3321603;3547995.75;0;291133,9063;993349;23282,54102;2328254;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410 4TH AVE;Seattle;WA;98104;47,60223;-122,32889;;130,58;3,65;2016-building-energy-benchmarking.csv
20407;2016;Multifamily LR (1-4);Low-Rise Multifamily;Cate Apartments;945000680;;6;NORTHWEST;2003;1;4;42984;0;42984;Multifamily Housing, Office, Parking;Multifamily Housing;32063;Parking;7400;Office;1005;;;37.79999924;39.20000076;108.9000015;113.0999985;1249939.25;1294698.625;0;320714,3125;1094277;1556,619995;155662;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312 NW 85TH ST;Seattle;WA;98117;47,69073;-122,36125;;15,9;0,37;2016-building-energy-benchmarking.csv
20415;2016;NonResidential;K-12 School;Holy Rosary School;952002500;;1;SOUTHWEST;1922;1;2;33462;0;33462;K-12 School;K-12 School;57896;;;;;;76;68.90000153;81.5;93.09999847;107.0999985;3987215.5;4719841.5;0;168505,2031;574940;34122,75781;3412276;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4142 42nd Ave. SW;Seattle;WA;98116;47,56542;-122,38502;;185,23;5,54;2016-building-energy-benchmarking.csv
20419;2016;NonResidential;K-12 School;Seattle Lutheran High School;952002655;;1;SOUTHWEST;1965;1;3;49744;0;49744;K-12 School;K-12 School;49744;;;;;;98;42.20000076;48.70000076;64.40000153;72.09999847;2096835.5;2421669.75;0;140196,2031;478349;16184,86035;1618486;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4100 SW Genesee St;Seattle;WA;98116;47,56504;-122,38455;;89,29;1,79;2016-building-energy-benchmarking.csv
20425;2016;NonResidential;Worship Facility;Hope Lutheran Church & School;952005960;;1;SOUTHWEST;1923;1;2;37816;0;37816;K-12 School, Worship Facility;Worship Facility;19407;K-12 School;18701;;;;60;37;41.09999847;76.30000305;80.59999847;1411305.5;1565229.75;0;200112,0938;682782;7285,22998;728523;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4456 42nd Ave SW;Seattle;WA;98116;47,56342;-122,38509;;43,45;1,15;2016-building-energy-benchmarking.csv
20427;2016;NonResidential;Mixed Use Property;Lyon's Antique Mall - Windermere/Garlic Jims;952006290;;1;SOUTHWEST;1926;0;2;23315;0;23315;Office, Restaurant, Retail Store;Office;7758;Retail Store;6919;Restaurant;1976;;;81.30000305;89.5;185.6999969;194.3000031;1354000.625;1490972.375;0;234182,0938;799029;5549,710449;554971;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4520 California Ave SW;Seattle;WA;98116;47,5622;-122,38648;;35,04;1,5;2016-building-energy-benchmarking.csv
20428;2016;NonResidential;Mixed Use Property;Matador/Jak's Grill/8 Limbs Yoga/Fitness;952006350;;1;SOUTHWEST;1930;1;2;20700;0;20700;Non-Refrigerated Warehouse, Office, Other - Recreation, Restaurant;Non-Refrigerated Warehouse;6900;Restaurant;6900;Other - Recreation;4323;;;206.1000061;209.8999939;299.2999878;302.2999878;4265815;4345884.5;0;240683,2031;821211;34446,03906;3444604;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4546 California Ave SW;Seattle;WA;98116;47,56147;-122,38638;;188,67;9,11;2016-building-energy-benchmarking.csv
20430;2016;Multifamily MR (5-9);Mid-Rise Multifamily;(ID20430) ALASKA HOUSE;952006465;;1;SOUTHWEST;1979;1;9;82876;18274;64602;Multifamily Housing, Parking;Multifamily Housing;64602;Parking;18274;;;;81;47.90000153;51.79999924;115.3000031;126.6999969;3093583;3348471;0;589190,375;2010318;10832,65039;1083265;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4539 42ND AVE SW;Seattle;WA;98116;47,56146;-122,38578;;71,55;0,86;2016-building-energy-benchmarking.csv
20432;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Altamira;1333100000;;1;SOUTHWEST;2008;1;7;142099;0;142099;Multifamily Housing, Office, Retail Store, Supermarket/Grocery Store;Multifamily Housing;116160;Supermarket/Grocery Store;35318;Retail Store;19249;;29;80.80000305;81.30000305;231.1999969;231.6999969;14332778;14421182;0;3640742,25;12422213;19105,64063;1910564;;;;True;;Error - Correct Default Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4540 42nd Ave SW;Seattle;WA;98116;47,56137;-122,38524;;188,07;1,32;2016-building-energy-benchmarking.csv
20433;2016;NonResidential;Other;West Seattle Bowl;952007220;;1;SOUTHWEST;1948;1;1;41521;13124;28397;Other - Recreation, Parking, Restaurant;Other - Recreation;26241;Parking;13124;Restaurant;2574;;;116;123.6999969;243.5;251.5;3343550;3563789.75;0;491420,1875;1676726;16668,24023;1666824;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4505  39th Ave SW;Seattle;WA;98116;47,56263;-122,38196;;100,21;2,41;2016-building-energy-benchmarking.csv
20435;2016;NonResidential;Supermarket / Grocery Store;Trader Joe's;952007370;;1;SOUTHWEST;1946;1;2;25762;0;25762;Supermarket/Grocery Store;Supermarket/Grocery Store;25762;;;;;;100;74;74;232.3999939;232.3999939;1906384.875;1906384.875;0;558729,375;1906385;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4545 Fauntleroy Way SW;Seattle;WA;98126;47,56197;-122,38109;;13,29;0,52;2016-building-energy-benchmarking.csv
20437;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Link Apartments;952007715;;1;SOUTHWEST;2010;1;7;213016;0;213016;Multifamily Housing, Parking;Multifamily Housing;127364;Parking;2;;;;99;31;31.89999962;71.90000153;72.90000153;5149928.5;5305597;0;918565,375;3134145;20157,83008;2015783;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4550 38th Ave SW;Seattle;WA;98126;47,56141;-122,37967;;128,91;0,61;2016-building-energy-benchmarking.csv
20439;2016;NonResidential;Other;West Seattle Family YMCA;952007845;;1;SOUTHWEST;1984;1;1;33334;0;33334;Fitness Center/Health Club/Gym, Swimming Pool;Fitness Center/Health Club/Gym;50000;Swimming Pool;0;;;;;122.4000015;128.1000061;232.3000031;238.3999939;6118300.5;6405464.5;0;728225,8125;2484706;36335,9375;3633594;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4515 36th Ave SW;Seattle;WA;98126;47,56245;-122,37805;;210,3;6,31;2016-building-energy-benchmarking.csv
20440;2016;NonResidential;Small- and Mid-Sized Office;SK Food Group;952007920;;1;SOUTHWEST;1981;1;3;43387;0;43387;Office;Office;45000;;;;;;60;59.70000076;59.90000153;172;172;2686765;2695090.5;0;689505,8125;2352594;3341,709961;334171;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4600 37th Ave S.W.;Seattle;WA;98126;47,56175;-122,37835;;34,15;0,79;2016-building-energy-benchmarking.csv
20441;2016;Multifamily LR (1-4);Low-Rise Multifamily;BARI APTS;952008120;;1;SOUTHWEST;1960;1;2;23983;0;23983;Multifamily Housing;Multifamily Housing;28750;;;;;;39;31.60000038;33.09999847;99.19999695;103.9000015;908203.625;951095.3125;0;266179,1875;908203;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4500 36TH SW;Seattle;WA;98126;47,56245;-122,37699;;6,33;0,26;2016-building-energy-benchmarking.csv
20444;2016;Multifamily LR (1-4);Low-Rise Multifamily;Fairway Apartments;952008240;;1;SOUTHWEST;1963;1;4;29351;0;29351;Multifamily Housing, Parking;Multifamily Housing;25891;Parking;0;;;;80;23.70000076;25.20000076;74.5;79.19999695;614044.6875;653273.125;0;179966,2031;614045;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4511 35th Ave SW;Seattle;WA;98126;47,56245;-122,37658;;4,28;0,15;2016-building-energy-benchmarking.csv
20445;2016;Multifamily MR (5-9);Mixed Use Property;24757-Brookdale West Seattle;952008285;;1;SOUTHWEST;2003;1;7;106976;20986;85990;Multifamily Housing, Parking, Senior Care Community;Multifamily Housing;52514;Senior Care Community;45545;Parking;20986;;35;44.5;46.59999847;119.8000031;126.1999969;4358944.5;4572805.5;0;1004876;3428637;9303,070313;930307;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4611 35th Ave SW;Seattle;WA;98126;47,56162;-122,37655;;73,31;0,69;2016-building-energy-benchmarking.csv
20447;2016;Multifamily LR (1-4);Low-Rise Multifamily;Adelphi Apartments;955000005;;3;Central;1920;1;3;25475;0;25475;Multifamily Housing;Multifamily Housing;25475;;;;;;86;43.90000153;47.90000153;62.09999847;66.30000305;1118772.75;1219558.5;0;57113,10156;194870;9239,030273;923903;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230 23Rd. Ave. East;Seattle;WA;98112;47,62117;-122,30226;;50,43;1,98;2016-building-energy-benchmarking.csv
20452;2016;Multifamily LR (1-4);Low-Rise Multifamily;Elizabeth James;955000480;;3;Central;1968;1;3;40779;0;40779;Multifamily Housing, Parking;Multifamily Housing;38212;Parking;0;;;;66;32.29999924;34.09999847;101.4000015;107.0999985;1234573.875;1303229.25;0;361832,9063;1234574;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109 23rd Ave. E.;Seattle;WA;98112;47,61971;-122,30287;;8,61;0,21;2016-building-energy-benchmarking.csv
20456;2016;Multifamily LR (1-4);Low-Rise Multifamily;Parker (The);976000335;;7;MAGNOLIA / QUEEN ANNE;1965;1;3;38328;0;38328;Multifamily Housing, Parking;Multifamily Housing;30810;Parking;4000;;;;69;35.5;38.20000076;111.5;119.8000031;1093724.375;1175588.75;0;320552,3125;1093724;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2701 Third Avenue West;Seattle;WA;98119;47,64425;-122,36125;;7,62;0,2;2016-building-energy-benchmarking.csv
20470;2016;NonResidential;Mixed Use Property;Lake City Center - Main Building;1453600540;;5;NORTH;1979;1;1;39350;0;39350;Food Service, Retail Store, Supermarket/Grocery Store;Supermarket/Grocery Store;19271;Retail Store;19249;Food Service;2663;;;6.5;6.5;20.39999962;20.39999962;267135.0938;267135.0938;0;78292,79688;267135;0;0;;;;False;;Compliant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12701 Lake City Way NE;Seattle;WA;98125;47,72178;-122,29498;;1,86;0,05;2016-building-energy-benchmarking.csv
